letter,start_position,end_position,blue_motion_type,blue_prop_rot_dir,blue_start_loc,blue_end_loc,red_motion_type,red_prop_rot_dir,red_start_loc,red_end_loc
β,beta1,beta1,static,None,n,n,static,None,n,n
β,beta2,beta2,static,None,e,e,static,None,e,e
β,beta3,beta3,static,None,s,s,static,None,s,s
β,beta4,beta4,static,None,w,w,static,None,w,w
