letter,start_position,end_position,blue_motion_type,blue_prop_rot_dir,blue_start_loc,blue_end_loc,red_motion_type,red_prop_rot_dir,red_start_loc,red_end_loc
Γ,gamma1,gamma1,static,None,w,w,static,None,n,n
Γ,gamma2,gamma2,static,None,n,n,static,None,e,e
Γ,gamma3,gamma3,static,None,e,e,static,None,s,s
Γ,gamma4,gamma4,static,None,s,s,static,None,w,w
Γ,gamma5,gamma5,static,None,e,e,static,None,n,n
Γ,gamma6,gamma6,static,None,s,s,static,None,e,e
Γ,gamma7,gamma7,static,None,w,w,static,None,s,s
Γ,gamma8,gamma8,static,None,n,n,static,None,w,w
