letter,start_pos,end_pos,timing,direction,blue_motion_type,blue_prop_rot_dir,blue_start_loc,blue_end_loc,red_motion_type,red_prop_rot_dir,red_start_loc,red_end_loc
Δ,alpha2,gamma12,none,none,static,no_rot,sw,sw,anti,ccw,ne,se
Δ,alpha4,gamma14,none,none,static,no_rot,nw,nw,anti,ccw,se,sw
Δ,alpha6,gamma16,none,none,static,no_rot,ne,ne,anti,ccw,sw,nw
Δ,alpha8,gamma10,none,none,static,no_rot,se,se,anti,ccw,nw,ne
Δ,alpha2,gamma8,none,none,static,no_rot,sw,sw,anti,cw,ne,nw
Δ,alpha4,gamma2,none,none,static,no_rot,nw,nw,anti,cw,se,ne
Δ,alpha6,gamma4,none,none,static,no_rot,ne,ne,anti,cw,sw,se
Δ,alpha8,gamma6,none,none,static,no_rot,se,se,anti,cw,nw,sw

Δ,alpha2,gamma10,none,none,anti,cw,sw,se,static,no_rot,ne,ne
Δ,alpha4,gamma12,none,none,anti,cw,nw,sw,static,no_rot,se,se
Δ,alpha6,gamma14,none,none,anti,cw,ne,nw,static,no_rot,sw,sw
Δ,alpha8,gamma16,none,none,anti,cw,se,ne,static,no_rot,nw,nw
Δ,alpha2,gamma2,none,none,anti,ccw,sw,nw,static,no_rot,ne,ne
Δ,alpha4,gamma4,none,none,anti,ccw,nw,ne,static,no_rot,se,se
Δ,alpha6,gamma6,none,none,anti,ccw,ne,se,static,no_rot,sw,sw
Δ,alpha8,gamma8,none,none,anti,ccw,se,sw,static,no_rot,nw,nw

θ,beta2,gamma4,none,none,static,no_rot,ne,ne,pro,cw,ne,se
θ,beta4,gamma6,none,none,static,no_rot,se,se,pro,cw,se,sw
θ,beta6,gamma8,none,none,static,no_rot,sw,sw,pro,cw,sw,nw
θ,beta8,gamma2,none,none,static,no_rot,nw,nw,pro,cw,nw,ne
θ,beta2,gamma16,none,none,static,no_rot,ne,ne,pro,ccw,ne,nw
θ,beta4,gamma10,none,none,static,no_rot,se,se,pro,ccw,se,ne
θ,beta6,gamma12,none,none,static,no_rot,sw,sw,pro,ccw,sw,se
θ,beta8,gamma14,none,none,static,no_rot,nw,nw,pro,ccw,nw,sw

θ,beta2,gamma2,none,none,pro,ccw,ne,nw,static,no_rot,ne,ne
θ,beta4,gamma4,none,none,pro,ccw,se,ne,static,no_rot,se,se
θ,beta6,gamma6,none,none,pro,ccw,sw,se,static,no_rot,sw,sw
θ,beta8,gamma8,none,none,pro,ccw,nw,sw,static,no_rot,nw,nw
θ,beta2,gamma10,none,none,pro,cw,ne,se,static,no_rot,ne,ne
θ,beta4,gamma12,none,none,pro,cw,se,sw,static,no_rot,se,se
θ,beta6,gamma14,none,none,pro,cw,sw,nw,static,no_rot,sw,sw
θ,beta8,gamma16,none,none,pro,cw,nw,ne,static,no_rot,nw,nw

Ω,beta2,gamma4,none,none,static,no_rot,ne,ne,anti,ccw,ne,se
Ω,beta4,gamma6,none,none,static,no_rot,se,se,anti,ccw,se,sw
Ω,beta6,gamma8,none,none,static,no_rot,sw,sw,anti,ccw,sw,nw
Ω,beta8,gamma2,none,none,static,no_rot,nw,nw,anti,ccw,nw,ne
Ω,beta2,gamma16,none,none,static,no_rot,ne,ne,anti,cw,ne,nw
Ω,beta4,gamma10,none,none,static,no_rot,se,se,anti,cw,se,ne
Ω,beta6,gamma12,none,none,static,no_rot,sw,sw,anti,cw,sw,se
Ω,beta8,gamma14,none,none,static,no_rot,nw,nw,anti,cw,nw,sw

Ω,beta2,gamma2,none,none,anti,cw,ne,nw,static,no_rot,ne,ne
Ω,beta4,gamma4,none,none,anti,cw,se,ne,static,no_rot,se,se
Ω,beta6,gamma6,none,none,anti,cw,sw,se,static,no_rot,sw,sw
Ω,beta8,gamma8,none,none,anti,cw,nw,sw,static,no_rot,nw,nw
Ω,beta2,gamma10,none,none,anti,ccw,ne,se,static,no_rot,ne,ne
Ω,beta4,gamma12,none,none,anti,ccw,se,sw,static,no_rot,se,se
Ω,beta6,gamma14,none,none,anti,ccw,sw,nw,static,no_rot,sw,sw
Ω,beta8,gamma16,none,none,anti,ccw,nw,ne,static,no_rot,nw,nw

W-,gamma2,alpha8,none,none,dash,no_rot,nw,se,pro,ccw,ne,nw
W-,gamma4,alpha2,none,none,dash,no_rot,ne,sw,pro,ccw,se,ne
W-,gamma6,alpha4,none,none,dash,no_rot,se,nw,pro,ccw,sw,se
W-,gamma8,alpha6,none,none,dash,no_rot,sw,ne,pro,ccw,nw,sw
W-,gamma10,alpha4,none,none,dash,no_rot,se,nw,pro,cw,ne,se
W-,gamma12,alpha6,none,none,dash,no_rot,sw,ne,pro,cw,se,sw
W-,gamma14,alpha8,none,none,dash,no_rot,nw,se,pro,cw,sw,nw
W-,gamma16,alpha2,none,none,dash,no_rot,ne,sw,pro,cw,nw,ne

W-,gamma2,alpha6,none,none,pro,cw,nw,ne,dash,no_rot,ne,sw
W-,gamma4,alpha8,none,none,pro,cw,ne,se,dash,no_rot,se,nw
W-,gamma6,alpha2,none,none,pro,cw,se,sw,dash,no_rot,sw,ne
W-,gamma8,alpha4,none,none,pro,cw,sw,nw,dash,no_rot,nw,se
W-,gamma10,alpha6,none,none,pro,ccw,se,ne,dash,no_rot,ne,sw
W-,gamma12,alpha8,none,none,pro,ccw,sw,se,dash,no_rot,se,nw
W-,gamma14,alpha2,none,none,pro,ccw,nw,sw,dash,no_rot,sw,ne
W-,gamma16,alpha4,none,none,pro,ccw,ne,nw,dash,no_rot,nw,se

X-,gamma2,alpha8,none,none,dash,no_rot,nw,se,anti,cw,ne,nw
X-,gamma4,alpha2,none,none,dash,no_rot,ne,sw,anti,cw,se,ne
X-,gamma6,alpha4,none,none,dash,no_rot,se,nw,anti,cw,sw,se
X-,gamma8,alpha6,none,none,dash,no_rot,sw,ne,anti,cw,nw,sw
X-,gamma10,alpha4,none,none,dash,no_rot,se,nw,anti,ccw,ne,se
X-,gamma12,alpha6,none,none,dash,no_rot,sw,ne,anti,ccw,se,sw
X-,gamma14,alpha8,none,none,dash,no_rot,nw,se,anti,ccw,sw,nw
X-,gamma16,alpha2,none,none,dash,no_rot,ne,sw,anti,ccw,nw,ne

X-,gamma2,alpha6,none,none,anti,ccw,nw,ne,dash,no_rot,ne,sw
X-,gamma4,alpha8,none,none,anti,ccw,ne,se,dash,no_rot,se,nw
X-,gamma6,alpha2,none,none,anti,ccw,se,sw,dash,no_rot,sw,ne
X-,gamma8,alpha4,none,none,anti,ccw,sw,nw,dash,no_rot,nw,se
X-,gamma10,alpha6,none,none,anti,cw,se,ne,dash,no_rot,ne,sw
X-,gamma12,alpha8,none,none,anti,cw,sw,se,dash,no_rot,se,nw
X-,gamma14,alpha2,none,none,anti,cw,nw,sw,dash,no_rot,sw,ne
X-,gamma16,alpha4,none,none,anti,cw,ne,nw,dash,no_rot,nw,se

Y-,gamma2,beta4,none,none,dash,no_rot,nw,se,pro,cw,ne,se
Y-,gamma4,beta6,none,none,dash,no_rot,ne,sw,pro,cw,se,sw
Y-,gamma6,beta8,none,none,dash,no_rot,se,nw,pro,cw,sw,nw
Y-,gamma8,beta2,none,none,dash,no_rot,sw,ne,pro,cw,nw,ne
Y-,gamma10,beta8,none,none,dash,no_rot,se,nw,pro,ccw,ne,nw
Y-,gamma12,beta2,none,none,dash,no_rot,sw,ne,pro,ccw,se,ne
Y-,gamma14,beta4,none,none,dash,no_rot,nw,se,pro,ccw,sw,se
Y-,gamma16,beta6,none,none,dash,no_rot,ne,sw,pro,ccw,nw,sw

Y-,gamma2,beta6,none,none,pro,ccw,nw,sw,dash,no_rot,ne,sw
Y-,gamma4,beta8,none,none,pro,ccw,ne,nw,dash,no_rot,se,nw
Y-,gamma6,beta2,none,none,pro,ccw,se,ne,dash,no_rot,sw,ne
Y-,gamma8,beta4,none,none,pro,ccw,sw,se,dash,no_rot,nw,se
Y-,gamma10,beta6,none,none,pro,cw,se,sw,dash,no_rot,ne,sw
Y-,gamma12,beta8,none,none,pro,cw,sw,nw,dash,no_rot,se,nw
Y-,gamma14,beta2,none,none,pro,cw,nw,ne,dash,no_rot,sw,ne
Y-,gamma16,beta4,none,none,pro,cw,ne,se,dash,no_rot,nw,se

Z-,gamma2,beta4,none,none,dash,no_rot,nw,se,anti,ccw,ne,se
Z-,gamma4,beta6,none,none,dash,no_rot,ne,sw,anti,ccw,se,sw
Z-,gamma6,beta8,none,none,dash,no_rot,se,nw,anti,ccw,sw,nw
Z-,gamma8,beta2,none,none,dash,no_rot,sw,ne,anti,ccw,nw,ne
Z-,gamma10,beta8,none,none,dash,no_rot,se,nw,anti,cw,ne,nw
Z-,gamma12,beta2,none,none,dash,no_rot,sw,ne,anti,cw,se,ne
Z-,gamma14,beta4,none,none,dash,no_rot,nw,se,anti,cw,sw,se
Z-,gamma16,beta6,none,none,dash,no_rot,ne,sw,anti,cw,nw,sw

Z-,gamma2,beta6,none,none,anti,cw,nw,sw,dash,no_rot,ne,sw
Z-,gamma4,beta8,none,none,anti,cw,ne,nw,dash,no_rot,se,nw
Z-,gamma6,beta2,none,none,anti,cw,se,ne,dash,no_rot,sw,ne
Z-,gamma8,beta4,none,none,anti,cw,sw,se,dash,no_rot,nw,se
Z-,gamma10,beta6,none,none,anti,ccw,se,sw,dash,no_rot,ne,sw
Z-,gamma12,beta8,none,none,anti,ccw,sw,nw,dash,no_rot,se,nw
Z-,gamma14,beta2,none,none,anti,ccw,nw,ne,dash,no_rot,sw,ne
Z-,gamma16,beta4,none,none,anti,ccw,ne,se,dash,no_rot,nw,se

Σ-,beta2,gamma12,none,none,dash,no_rot,ne,sw,pro,cw,ne,se
Σ-,beta4,gamma14,none,none,dash,no_rot,se,nw,pro,cw,se,sw
Σ-,beta6,gamma16,none,none,dash,no_rot,sw,ne,pro,cw,sw,nw
Σ-,beta8,gamma10,none,none,dash,no_rot,nw,se,pro,cw,nw,ne
Σ-,beta2,gamma8,none,none,dash,no_rot,ne,sw,pro,ccw,ne,nw
Σ-,beta4,gamma2,none,none,dash,no_rot,se,nw,pro,ccw,se,ne
Σ-,beta6,gamma4,none,none,dash,no_rot,sw,ne,pro,ccw,sw,se
Σ-,beta8,gamma6,none,none,dash,no_rot,nw,se,pro,ccw,nw,sw

Σ-,beta2,gamma6,none,none,pro,cw,ne,se,dash,no_rot,ne,sw
Σ-,beta4,gamma8,none,none,pro,cw,se,sw,dash,no_rot,se,nw
Σ-,beta6,gamma2,none,none,pro,cw,sw,nw,dash,no_rot,sw,ne
Σ-,beta8,gamma4,none,none,pro,cw,nw,ne,dash,no_rot,nw,se
Σ-,beta2,gamma14,none,none,pro,ccw,ne,nw,dash,no_rot,ne,sw
Σ-,beta4,gamma16,none,none,pro,ccw,se,ne,dash,no_rot,se,nw
Σ-,beta6,gamma10,none,none,pro,ccw,sw,se,dash,no_rot,sw,ne
Σ-,beta8,gamma12,none,none,pro,ccw,nw,sw,dash,no_rot,nw,se

Δ-,beta2,gamma12,none,none,dash,no_rot,ne,sw,anti,ccw,ne,se
Δ-,beta4,gamma14,none,none,dash,no_rot,se,nw,anti,ccw,se,sw
Δ-,beta6,gamma16,none,none,dash,no_rot,sw,ne,anti,ccw,sw,nw
Δ-,beta8,gamma10,none,none,dash,no_rot,nw,se,anti,ccw,nw,ne
Δ-,beta2,gamma8,none,none,dash,no_rot,ne,sw,anti,cw,ne,nw
Δ-,beta4,gamma2,none,none,dash,no_rot,se,nw,anti,cw,se,ne
Δ-,beta6,gamma4,none,none,dash,no_rot,sw,ne,anti,cw,sw,se
Δ-,beta8,gamma6,none,none,dash,no_rot,nw,se,anti,cw,nw,sw

Δ-,beta2,gamma6,none,none,anti,ccw,ne,se,dash,no_rot,ne,sw
Δ-,beta4,gamma8,none,none,anti,ccw,se,sw,dash,no_rot,se,nw
Δ-,beta6,gamma2,none,none,anti,ccw,sw,nw,dash,no_rot,sw,ne
Δ-,beta8,gamma4,none,none,anti,ccw,nw,ne,dash,no_rot,nw,se
Δ-,beta2,gamma14,none,none,anti,cw,ne,nw,dash,no_rot,ne,sw
Δ-,beta4,gamma16,none,none,anti,cw,se,ne,dash,no_rot,se,nw
Δ-,beta6,gamma10,none,none,anti,cw,sw,se,dash,no_rot,sw,ne
Δ-,beta8,gamma12,none,none,anti,cw,nw,sw,dash,no_rot,nw,se

θ-,alpha2,gamma4,none,none,dash,no_rot,sw,ne,pro,cw,ne,se
θ-,alpha4,gamma6,none,none,dash,no_rot,nw,se,pro,cw,se,sw
θ-,alpha6,gamma8,none,none,dash,no_rot,ne,sw,pro,cw,sw,nw
θ-,alpha8,gamma2,none,none,dash,no_rot,se,nw,pro,cw,nw,ne
θ-,alpha2,gamma16,none,none,dash,no_rot,sw,ne,pro,ccw,ne,nw
θ-,alpha4,gamma10,none,none,dash,no_rot,nw,se,pro,ccw,se,ne
θ-,alpha6,gamma12,none,none,dash,no_rot,ne,sw,pro,ccw,sw,se
θ-,alpha8,gamma14,none,none,dash,no_rot,se,nw,pro,ccw,nw,sw

θ-,alpha2,gamma14,none,none,pro,cw,sw,nw,dash,no_rot,ne,sw
θ-,alpha4,gamma16,none,none,pro,cw,nw,ne,dash,no_rot,se,nw
θ-,alpha6,gamma10,none,none,pro,cw,ne,se,dash,no_rot,sw,ne
θ-,alpha8,gamma12,none,none,pro,cw,se,sw,dash,no_rot,nw,se
θ-,alpha2,gamma6,none,none,pro,ccw,sw,se,dash,no_rot,ne,sw
θ-,alpha4,gamma8,none,none,pro,ccw,nw,sw,dash,no_rot,se,nw
θ-,alpha6,gamma2,none,none,pro,ccw,ne,nw,dash,no_rot,sw,ne
θ-,alpha8,gamma4,none,none,pro,ccw,se,ne,dash,no_rot,nw,se

Ω-,alpha2,gamma4,none,none,dash,no_rot,sw,ne,anti,ccw,ne,se
Ω-,alpha4,gamma6,none,none,dash,no_rot,nw,se,anti,ccw,se,sw
Ω-,alpha6,gamma8,none,none,dash,no_rot,ne,sw,anti,ccw,sw,nw
Ω-,alpha8,gamma2,none,none,dash,no_rot,se,nw,anti,ccw,nw,ne
Ω-,alpha2,gamma16,none,none,dash,no_rot,sw,ne,anti,cw,ne,nw
Ω-,alpha4,gamma10,none,none,dash,no_rot,nw,se,anti,cw,se,ne
Ω-,alpha6,gamma12,none,none,dash,no_rot,ne,sw,anti,cw,sw,se
Ω-,alpha8,gamma14,none,none,dash,no_rot,se,nw,anti,cw,nw,sw

Ω-,alpha2,gamma14,none,none,anti,ccw,sw,nw,dash,no_rot,ne,sw
Ω-,alpha4,gamma16,none,none,anti,ccw,nw,ne,dash,no_rot,se,nw
Ω-,alpha6,gamma10,none,none,anti,ccw,ne,se,dash,no_rot,sw,ne
Ω-,alpha8,gamma12,none,none,anti,ccw,se,sw,dash,no_rot,nw,se
Ω-,alpha2,gamma6,none,none,anti,cw,sw,se,dash,no_rot,ne,sw
Ω-,alpha4,gamma8,none,none,anti,cw,nw,sw,dash,no_rot,se,nw
Ω-,alpha6,gamma2,none,none,anti,cw,ne,nw,dash,no_rot,sw,ne
Ω-,alpha8,gamma4,none,none,anti,cw,se,ne,dash,no_rot,nw,se

Φ,beta2,alpha6,none,none,static,no_rot,ne,ne,dash,no_rot,ne,sw
Φ,beta4,alpha8,none,none,static,no_rot,se,se,dash,no_rot,se,nw
Φ,beta6,alpha2,none,none,static,no_rot,sw,sw,dash,no_rot,sw,ne
Φ,beta8,alpha4,none,none,static,no_rot,nw,nw,dash,no_rot,nw,se
Φ,beta2,alpha2,none,none,dash,no_rot,ne,sw,static,no_rot,ne,ne
Φ,beta4,alpha4,none,none,dash,no_rot,se,nw,static,no_rot,se,se
Φ,beta6,alpha6,none,none,dash,no_rot,sw,ne,static,no_rot,sw,sw
Φ,beta8,alpha8,none,none,dash,no_rot,nw,se,static,no_rot,nw,nw

Ψ,alpha2,beta6,none,none,static,no_rot,sw,sw,dash,no_rot,ne,sw
Ψ,alpha4,beta8,none,none,static,no_rot,nw,nw,dash,no_rot,se,nw
Ψ,alpha6,beta2,none,none,static,no_rot,ne,ne,dash,no_rot,sw,ne
Ψ,alpha8,beta4,none,none,static,no_rot,se,se,dash,no_rot,nw,se
Ψ,alpha2,beta2,none,none,dash,no_rot,sw,ne,static,no_rot,ne,ne
Ψ,alpha4,beta4,none,none,dash,no_rot,nw,se,static,no_rot,se,se
Ψ,alpha6,beta6,none,none,dash,no_rot,ne,sw,static,no_rot,sw,sw
Ψ,alpha8,beta8,none,none,dash,no_rot,se,nw,static,no_rot,nw,nw

Λ,gamma2,gamma14,none,none,static,no_rot,nw,nw,dash,no_rot,ne,sw
Λ,gamma4,gamma16,none,none,static,no_rot,ne,ne,dash,no_rot,se,nw
Λ,gamma6,gamma10,none,none,static,no_rot,se,se,dash,no_rot,sw,ne
Λ,gamma8,gamma12,none,none,static,no_rot,sw,sw,dash,no_rot,nw,se
Λ,gamma10,gamma6,none,none,static,no_rot,se,se,dash,no_rot,ne,sw
Λ,gamma12,gamma8,none,none,static,no_rot,sw,sw,dash,no_rot,se,nw
Λ,gamma14,gamma2,none,none,static,no_rot,nw,nw,dash,no_rot,sw,ne
Λ,gamma16,gamma4,none,none,static,no_rot,ne,ne,dash,no_rot,nw,se

Λ,gamma2,gamma10,none,none,dash,no_rot,nw,se,static,no_rot,ne,ne
Λ,gamma4,gamma12,none,none,dash,no_rot,ne,sw,static,no_rot,se,se
Λ,gamma6,gamma14,none,none,dash,no_rot,se,nw,static,no_rot,sw,sw
Λ,gamma8,gamma16,none,none,dash,no_rot,sw,ne,static,no_rot,nw,nw
Λ,gamma10,gamma2,none,none,dash,no_rot,se,nw,static,no_rot,ne,ne
Λ,gamma12,gamma4,none,none,dash,no_rot,sw,ne,static,no_rot,se,se
Λ,gamma14,gamma6,none,none,dash,no_rot,nw,se,static,no_rot,sw,sw
Λ,gamma16,gamma8,none,none,dash,no_rot,ne,sw,static,no_rot,nw,nw

Φ-,alpha2,alpha6,none,none,dash,no_rot,sw,ne,dash,no_rot,ne,sw
Φ-,alpha4,alpha8,none,none,dash,no_rot,nw,se,dash,no_rot,se,nw
Φ-,alpha6,alpha2,none,none,dash,no_rot,ne,sw,dash,no_rot,sw,ne
Φ-,alpha8,alpha4,none,none,dash,no_rot,se,nw,dash,no_rot,nw,se

Ψ-,beta2,beta6,none,none,dash,no_rot,ne,sw,dash,no_rot,ne,sw
Ψ-,beta4,beta8,none,none,dash,no_rot,se,nw,dash,no_rot,se,nw
Ψ-,beta6,beta2,none,none,dash,no_rot,sw,ne,dash,no_rot,sw,ne
Ψ-,beta8,beta4,none,none,dash,no_rot,nw,se,dash,no_rot,nw,se

Λ-,gamma2,gamma6,none,none,dash,no_rot,nw,se,dash,no_rot,ne,sw
Λ-,gamma4,gamma8,none,none,dash,no_rot,ne,sw,dash,no_rot,se,nw
Λ-,gamma6,gamma2,none,none,dash,no_rot,se,nw,dash,no_rot,sw,ne
Λ-,gamma8,gamma4,none,none,dash,no_rot,sw,ne,dash,no_rot,nw,se
Λ-,gamma10,gamma14,none,none,dash,no_rot,se,nw,dash,no_rot,ne,sw
Λ-,gamma12,gamma16,none,none,dash,no_rot,sw,ne,dash,no_rot,se,nw
Λ-,gamma14,gamma10,none,none,dash,no_rot,nw,se,dash,no_rot,sw,ne
Λ-,gamma16,gamma12,none,none,dash,no_rot,ne,sw,dash,no_rot,nw,se

α,alpha2,alpha2,none,none,static,no_rot,sw,sw,static,no_rot,ne,ne
α,alpha4,alpha4,none,none,static,no_rot,nw,nw,static,no_rot,se,se
α,alpha6,alpha6,none,none,static,no_rot,ne,ne,static,no_rot,sw,sw
α,alpha8,alpha8,none,none,static,no_rot,se,se,static,no_rot,nw,nw

β,beta2,beta2,none,none,static,no_rot,ne,ne,static,no_rot,ne,ne
β,beta4,beta4,none,none,static,no_rot,se,se,static,no_rot,se,se
β,beta6,beta6,none,none,static,no_rot,sw,sw,static,no_rot,sw,sw
β,beta8,beta8,none,none,static,no_rot,nw,nw,static,no_rot,nw,nw

Γ,gamma2,gamma2,none,none,static,no_rot,nw,nw,static,no_rot,ne,ne
Γ,gamma4,gamma4,none,none,static,no_rot,ne,ne,static,no_rot,se,se
Γ,gamma6,gamma6,none,none,static,no_rot,se,se,static,no_rot,sw,sw
Γ,gamma8,gamma8,none,none,static,no_rot,sw,sw,static,no_rot,nw,nw

Γ,gamma10,gamma10,none,none,static,no_rot,se,se,static,no_rot,ne,ne
Γ,gamma12,gamma12,none,none,static,no_rot,sw,sw,static,no_rot,se,se
Γ,gamma14,gamma14,none,none,static,no_rot,nw,nw,static,no_rot,sw,sw
Γ,gamma16,gamma16,none,none,static,no_rot,ne,ne,static,no_rot,nw,nw
