letter,start_pos,end_pos,timing,direction,blue_motion_type,blue_prop_rot_dir,blue_start_loc,blue_end_loc,red_motion_type,red_prop_rot_dir,red_start_loc,red_end_loc
K,alpha4,beta6,quarter,opp,anti,cw,nw,sw,anti,ccw,se,sw
K,alpha6,beta8,quarter,opp,anti,cw,ne,nw,anti,ccw,sw,nw
K,alpha8,beta2,quarter,opp,anti,cw,se,ne,anti,ccw,nw,ne
K,alpha2,beta8,quarter,opp,anti,ccw,sw,nw,anti,cw,ne,nw
K,alpha4,beta2,quarter,opp,anti,ccw,nw,ne,anti,cw,se,ne
K,alpha6,beta4,quarter,opp,anti,ccw,ne,se,anti,cw,sw,se
K,alpha8,beta6,quarter,opp,anti,ccw,se,sw,anti,cw,nw,sw

L,alpha2,beta4,quarter,opp,anti,cw,sw,se,pro,cw,ne,se
L,alpha4,beta6,quarter,opp,anti,cw,nw,sw,pro,cw,se,sw
L,alpha6,beta8,quarter,opp,anti,cw,ne,nw,pro,cw,sw,nw
L,alpha8,beta2,quarter,opp,anti,cw,se,ne,pro,cw,nw,ne
L,alpha2,beta8,quarter,opp,anti,ccw,sw,nw,pro,ccw,ne,nw
L,alpha4,beta2,quarter,opp,anti,ccw,nw,ne,pro,ccw,se,ne
L,alpha6,beta4,quarter,opp,anti,ccw,ne,se,pro,ccw,sw,se
L,alpha8,beta6,quarter,opp,anti,ccw,se,sw,pro,ccw,nw,sw

L,alpha2,beta4,quarter,opp,pro,ccw,sw,se,anti,ccw,ne,se
L,alpha4,beta6,quarter,opp,pro,ccw,nw,sw,anti,ccw,se,sw
L,alpha6,beta8,quarter,opp,pro,ccw,ne,nw,anti,ccw,sw,nw
L,alpha8,beta2,quarter,opp,pro,ccw,se,ne,anti,ccw,nw,ne
L,alpha2,beta8,quarter,opp,pro,cw,sw,nw,anti,cw,ne,nw
L,alpha4,beta2,quarter,opp,pro,cw,nw,ne,anti,cw,se,ne
L,alpha6,beta4,quarter,opp,pro,cw,ne,se,anti,cw,sw,se
L,alpha8,beta6,quarter,opp,pro,cw,se,sw,anti,cw,nw,sw

M,gamma10,gamma8,split,opp,pro,cw,se,sw,pro,ccw,ne,nw
M,gamma12,gamma2,tog,opp,pro,cw,sw,nw,pro,ccw,se,ne
M,gamma14,gamma4,split,opp,pro,cw,nw,ne,pro,ccw,sw,se
M,gamma16,gamma6,tog,opp,pro,cw,ne,se,pro,ccw,nw,sw
M,gamma8,gamma10,split,opp,pro,ccw,sw,se,pro,cw,nw,ne
M,gamma2,gamma12,tog,opp,pro,ccw,nw,sw,pro,cw,ne,se
M,gamma4,gamma14,split,opp,pro,ccw,ne,nw,pro,cw,se,sw
M,gamma6,gamma16,tog,opp,pro,ccw,se,ne,pro,cw,sw,nw

N,gamma10,gamma8,split,opp,anti,ccw,se,sw,anti,cw,ne,nw
N,gamma12,gamma2,tog,opp,anti,ccw,sw,nw,anti,cw,se,ne
N,gamma14,gamma4,split,opp,anti,ccw,nw,ne,anti,cw,sw,se
N,gamma16,gamma6,tog,opp,anti,ccw,ne,se,anti,cw,nw,sw
N,gamma8,gamma10,split,opp,anti,cw,sw,se,anti,ccw,nw,ne
N,gamma2,gamma12,tog,opp,anti,cw,nw,sw,anti,ccw,ne,se
N,gamma4,gamma14,split,opp,anti,cw,ne,nw,anti,ccw,se,sw
N,gamma6,gamma16,tog,opp,anti,cw,se,ne,anti,ccw,sw,nw

O,gamma10,gamma8,split,opp,anti,ccw,se,sw,pro,ccw,ne,nw
O,gamma12,gamma2,tog,opp,anti,ccw,sw,nw,pro,ccw,se,ne
O,gamma14,gamma4,split,opp,anti,ccw,nw,ne,pro,ccw,sw,se
O,gamma16,gamma6,tog,opp,anti,ccw,ne,se,pro,ccw,nw,sw
O,gamma8,gamma10,split,opp,anti,cw,sw,se,pro,cw,nw,ne
O,gamma2,gamma12,tog,opp,anti,cw,nw,sw,pro,cw,ne,se
O,gamma4,gamma14,split,opp,anti,cw,ne,nw,pro,cw,se,sw
O,gamma6,gamma16,tog,opp,anti,cw,se,ne,pro,cw,sw,nw

O,gamma10,gamma8,split,opp,pro,cw,se,sw,anti,cw,ne,nw
O,gamma12,gamma2,tog,opp,pro,cw,sw,nw,anti,cw,se,ne
O,gamma14,gamma4,split,opp,pro,cw,nw,ne,anti,cw,sw,se
O,gamma16,gamma6,tog,opp,pro,cw,ne,se,anti,cw,nw,sw
O,gamma8,gamma10,split,opp,pro,ccw,sw,se,anti,ccw,nw,ne
O,gamma2,gamma12,tog,opp,pro,ccw,nw,sw,anti,ccw,ne,se
O,gamma4,gamma14,split,opp,pro,ccw,ne,nw,anti,ccw,se,sw
O,gamma6,gamma16,tog,opp,pro,ccw,se,ne,anti,ccw,sw,nw

P,gamma2,gamma16,tog,opp,pro,cw,nw,ne,pro,ccw,ne,nw
P,gamma4,gamma10,split,opp,pro,cw,ne,se,pro,ccw,se,ne
P,gamma6,gamma12,tog,opp,pro,cw,se,sw,pro,ccw,sw,se
P,gamma8,gamma14,split,opp,pro,cw,sw,nw,pro,ccw,nw,sw
P,gamma10,gamma4,split,opp,pro,ccw,se,ne,pro,cw,ne,se
P,gamma12,gamma6,tog,opp,pro,ccw,sw,se,pro,cw,se,sw
P,gamma14,gamma8,split,opp,pro,ccw,nw,sw,pro,cw,sw,nw
P,gamma16,gamma2,tog,opp,pro,ccw,ne,nw,pro,cw,nw,ne

Q,gamma2,gamma16,tog,opp,anti,ccw,nw,ne,anti,cw,ne,nw
Q,gamma4,gamma10,split,opp,anti,ccw,ne,se,anti,cw,se,ne
Q,gamma6,gamma12,tog,opp,anti,ccw,se,sw,anti,cw,sw,se
Q,gamma8,gamma14,split,opp,anti,ccw,sw,nw,anti,cw,nw,sw
Q,gamma10,gamma4,split,opp,anti,cw,se,ne,anti,ccw,ne,se
Q,gamma12,gamma6,tog,opp,anti,cw,sw,se,anti,ccw,se,sw
Q,gamma14,gamma8,split,opp,anti,cw,nw,sw,anti,ccw,sw,nw
Q,gamma16,gamma2,tog,opp,anti,cw,ne,nw,anti,ccw,nw,ne

R,gamma2,gamma16,tog,opp,anti,ccw,nw,ne,pro,ccw,ne,nw
R,gamma4,gamma10,split,opp,anti,ccw,ne,se,pro,ccw,se,ne
R,gamma6,gamma12,tog,opp,anti,ccw,se,sw,pro,ccw,sw,se
R,gamma8,gamma14,split,opp,anti,ccw,sw,nw,pro,ccw,nw,sw
R,gamma10,gamma4,split,opp,anti,cw,se,ne,pro,cw,ne,se
R,gamma12,gamma6,tog,opp,anti,cw,sw,se,pro,cw,se,sw
R,gamma14,gamma8,split,opp,anti,cw,nw,sw,pro,cw,sw,nw
R,gamma16,gamma2,tog,opp,anti,cw,ne,nw,pro,cw,nw,ne

R,gamma2,gamma16,tog,opp,pro,cw,nw,ne,anti,cw,ne,nw
R,gamma4,gamma10,split,opp,pro,cw,ne,se,anti,cw,se,ne
R,gamma6,gamma12,tog,opp,pro,cw,se,sw,anti,cw,sw,se
R,gamma8,gamma14,split,opp,pro,cw,sw,nw,anti,cw,nw,sw
R,gamma10,gamma4,split,opp,pro,ccw,se,ne,anti,ccw,ne,se
R,gamma12,gamma6,tog,opp,pro,ccw,sw,se,anti,ccw,se,sw
R,gamma14,gamma8,split,opp,pro,ccw,nw,sw,anti,ccw,sw,nw
R,gamma16,gamma2,tog,opp,pro,ccw,ne,nw,anti,ccw,nw,ne

S,gamma2,gamma4,quarter,same,pro,cw,nw,ne,pro,cw,ne,se
S,gamma4,gamma6,quarter,same,pro,cw,ne,se,pro,cw,se,sw
S,gamma6,gamma8,quarter,same,pro,cw,se,sw,pro,cw,sw,nw
S,gamma8,gamma2,quarter,same,pro,cw,sw,nw,pro,cw,nw,ne
S,gamma2,gamma8,quarter,same,pro,ccw,nw,sw,pro,ccw,ne,nw
S,gamma4,gamma2,quarter,same,pro,ccw,ne,nw,pro,ccw,se,ne
S,gamma8,gamma6,quarter,same,pro,ccw,sw,se,pro,ccw,nw,sw
S,gamma6,gamma4,quarter,same,pro,ccw,se,ne,pro,ccw,sw,se

S,gamma16,gamma10,quarter,same,pro,cw,ne,se,pro,cw,nw,ne
S,gamma10,gamma12,quarter,same,pro,cw,se,sw,pro,cw,ne,se
S,gamma12,gamma14,quarter,same,pro,cw,sw,nw,pro,cw,se,sw
S,gamma14,gamma16,quarter,same,pro,cw,nw,ne,pro,cw,sw,nw
S,gamma16,gamma14,quarter,same,pro,ccw,ne,nw,pro,ccw,nw,sw
S,gamma14,gamma12,quarter,same,pro,ccw,nw,sw,pro,ccw,sw,se
S,gamma12,gamma10,quarter,same,pro,ccw,sw,se,pro,ccw,se,ne
S,gamma10,gamma16,quarter,same,pro,ccw,se,ne,pro,ccw,ne,nw

T,gamma2,gamma4,quarter,same,anti,ccw,nw,ne,anti,ccw,ne,se
T,gamma4,gamma6,quarter,same,anti,ccw,ne,se,anti,ccw,se,sw
T,gamma6,gamma8,quarter,same,anti,ccw,se,sw,anti,ccw,sw,nw
T,gamma8,gamma2,quarter,same,anti,ccw,sw,nw,anti,ccw,nw,ne
T,gamma2,gamma8,quarter,same,anti,cw,nw,sw,anti,cw,ne,nw
T,gamma4,gamma2,quarter,same,anti,cw,ne,nw,anti,cw,se,ne
T,gamma8,gamma6,quarter,same,anti,cw,sw,se,anti,cw,sw,se
T,gamma6,gamma4,quarter,same,anti,cw,se,ne,anti,cw,sw,se

T,gamma16,gamma10,quarter,same,anti,ccw,ne,se,anti,ccw,nw,ne
T,gamma10,gamma12,quarter,same,anti,ccw,se,sw,anti,ccw,ne,se
T,gamma12,gamma14,quarter,same,anti,ccw,sw,nw,anti,ccw,se,sw
T,gamma14,gamma16,quarter,same,anti,ccw,nw,ne,anti,ccw,sw,nw
T,gamma16,gamma14,quarter,same,anti,cw,ne,nw,anti,cw,nw,sw
T,gamma14,gamma12,quarter,same,anti,cw,nw,sw,anti,cw,sw,se
T,gamma12,gamma10,quarter,same,anti,cw,sw,se,anti,cw,se,ne
T,gamma10,gamma16,quarter,same,anti,cw,se,ne,anti,cw,ne,nw

U,gamma2,gamma8,quarter,same,pro,ccw,nw,sw,anti,cw,ne,nw
U,gamma8,gamma6,quarter,same,pro,ccw,sw,se,anti,cw,nw,sw
U,gamma6,gamma4,quarter,same,pro,ccw,se,ne,anti,cw,sw,se
U,gamma4,gamma2,quarter,same,pro,ccw,ne,nw,anti,cw,se,ne
U,gamma2,gamma4,quarter,same,anti,ccw,nw,ne,pro,cw,ne,se
U,gamma4,gamma6,quarter,same,anti,ccw,ne,se,pro,cw,se,sw
U,gamma6,gamma8,quarter,same,anti,ccw,se,sw,pro,cw,sw,nw
U,gamma8,gamma2,quarter,same,anti,ccw,sw,nw,pro,cw,nw,ne

U,gamma10,gamma12,quarter,same,pro,cw,se,sw,anti,ccw,ne,se
U,gamma12,gamma14,quarter,same,pro,cw,sw,nw,anti,ccw,se,sw
U,gamma14,gamma16,quarter,same,pro,cw,nw,ne,anti,ccw,sw,nw
U,gamma16,gamma10,quarter,same,pro,cw,ne,se,anti,ccw,nw,ne
U,gamma10,gamma16,quarter,same,anti,cw,se,ne,pro,ccw,ne,nw
U,gamma12,gamma10,quarter,same,anti,cw,sw,se,pro,ccw,se,ne
U,gamma14,gamma12,quarter,same,anti,cw,nw,sw,pro,ccw,sw,se
U,gamma16,gamma14,quarter,same,anti,cw,ne,nw,pro,ccw,nw,sw

V,gamma2,gamma8,quarter,same,anti,cw,nw,sw,pro,ccw,ne,nw
V,gamma8,gamma6,quarter,same,anti,cw,sw,se,pro,ccw,nw,sw
V,gamma6,gamma4,quarter,same,anti,cw,se,ne,pro,ccw,sw,se
V,gamma4,gamma2,quarter,same,anti,cw,ne,nw,pro,ccw,se,ne
V,gamma2,gamma4,quarter,same,pro,cw,nw,ne,anti,ccw,ne,se
V,gamma4,gamma6,quarter,same,pro,cw,ne,se,anti,ccw,se,sw
V,gamma6,gamma8,quarter,same,pro,cw,se,sw,anti,ccw,sw,nw
V,gamma8,gamma2,quarter,same,pro,cw,sw,nw,anti,ccw,nw,ne

V,gamma10,gamma12,quarter,same,anti,ccw,se,sw,pro,cw,ne,se
V,gamma12,gamma14,quarter,same,anti,ccw,sw,nw,pro,cw,se,sw
V,gamma14,gamma16,quarter,same,anti,ccw,nw,ne,pro,cw,sw,nw
V,gamma16,gamma10,quarter,same,anti,ccw,ne,se,pro,cw,nw,ne
V,gamma10,gamma16,quarter,same,pro,ccw,se,ne,anti,cw,ne,nw
V,gamma12,gamma10,quarter,same,pro,ccw,sw,se,anti,cw,se,ne
V,gamma14,gamma12,quarter,same,pro,ccw,nw,sw,anti,cw,sw,se
V,gamma16,gamma14,quarter,same,pro,ccw,ne,nw,anti,cw,nw,sw

W,gamma2,alpha4,none,none,static,no_rot,nw,nw,pro,cw,ne,se
W,gamma4,alpha6,none,none,static,no_rot,ne,ne,pro,cw,se,sw
W,gamma6,alpha8,none,none,static,no_rot,se,se,pro,cw,sw,nw
W,gamma8,alpha2,none,none,static,no_rot,sw,sw,pro,cw,nw,ne
W,gamma10,alpha8,none,none,static,no_rot,se,se,pro,ccw,ne,nw
W,gamma12,alpha2,none,none,static,no_rot,sw,sw,pro,ccw,se,ne
W,gamma14,alpha4,none,none,static,no_rot,nw,nw,pro,ccw,sw,se
W,gamma16,alpha6,none,none,static,no_rot,ne,ne,pro,ccw,nw,sw

W,gamma2,alpha2,none,none,pro,ccw,nw,sw,static,no_rot,ne,ne
W,gamma4,alpha4,none,none,pro,ccw,ne,nw,static,no_rot,se,se
W,gamma6,alpha6,none,none,pro,ccw,se,ne,static,no_rot,sw,sw
W,gamma8,alpha8,none,none,pro,ccw,sw,se,static,no_rot,nw,nw
W,gamma10,alpha2,none,none,pro,cw,se,sw,static,no_rot,ne,ne
W,gamma12,alpha4,none,none,pro,cw,sw,nw,static,no_rot,se,se
W,gamma14,alpha6,none,none,pro,cw,nw,ne,static,no_rot,sw,sw
W,gamma16,alpha8,none,none,pro,cw,ne,se,static,no_rot,nw,nw

X,gamma2,alpha4,none,none,static,no_rot,nw,nw,anti,ccw,ne,se
X,gamma4,alpha6,none,none,static,no_rot,ne,ne,anti,ccw,se,sw
X,gamma6,alpha8,none,none,static,no_rot,se,se,anti,ccw,sw,nw
X,gamma8,alpha2,none,none,static,no_rot,sw,sw,anti,ccw,nw,ne
X,gamma10,alpha8,none,none,static,no_rot,se,se,anti,cw,ne,nw
X,gamma12,alpha2,none,none,static,no_rot,sw,sw,anti,cw,se,ne
X,gamma14,alpha4,none,none,static,no_rot,nw,nw,anti,cw,sw,se
X,gamma16,alpha6,none,none,static,no_rot,ne,ne,anti,cw,nw,sw

X,gamma2,alpha2,none,none,anti,cw,nw,sw,static,no_rot,ne,ne
X,gamma4,alpha4,none,none,anti,cw,ne,nw,static,no_rot,se,se
X,gamma6,alpha6,none,none,anti,cw,se,ne,static,no_rot,sw,sw
X,gamma8,alpha8,none,none,anti,cw,sw,se,static,no_rot,nw,nw
X,gamma10,alpha2,none,none,anti,ccw,se,sw,static,no_rot,ne,ne
X,gamma12,alpha4,none,none,anti,ccw,sw,nw,static,no_rot,se,se
X,gamma14,alpha6,none,none,anti,ccw,nw,ne,static,no_rot,sw,sw
X,gamma16,alpha8,none,none,anti,ccw,ne,se,static,no_rot,nw,nw

Y,gamma2,beta8,none,none,static,no_rot,nw,nw,pro,ccw,ne,nw
Y,gamma4,beta2,none,none,static,no_rot,ne,ne,pro,ccw,se,ne
Y,gamma6,beta4,none,none,static,no_rot,se,se,pro,ccw,sw,se
Y,gamma8,beta6,none,none,static,no_rot,sw,sw,pro,ccw,nw,sw
Y,gamma10,beta4,none,none,static,no_rot,se,se,pro,cw,ne,se
Y,gamma12,beta6,none,none,static,no_rot,sw,sw,pro,cw,se,sw
Y,gamma14,beta8,none,none,static,no_rot,nw,nw,pro,cw,sw,nw
Y,gamma16,beta2,none,none,static,no_rot,ne,ne,pro,cw,nw,ne

Y,gamma2,beta2,none,none,pro,cw,nw,ne,static,no_rot,ne,ne
Y,gamma4,beta4,none,none,pro,cw,ne,se,static,no_rot,se,se
Y,gamma6,beta6,none,none,pro,cw,se,sw,static,no_rot,sw,sw
Y,gamma8,beta8,none,none,pro,cw,sw,nw,static,no_rot,nw,nw
Y,gamma10,beta2,none,none,pro,ccw,se,ne,static,no_rot,ne,ne
Y,gamma12,beta4,none,none,pro,ccw,sw,se,static,no_rot,se,se
Y,gamma14,beta6,none,none,pro,ccw,nw,sw,static,no_rot,sw,sw
Y,gamma16,beta8,none,none,pro,ccw,ne,nw,static,no_rot,nw,nw

Z,gamma2,beta8,none,none,static,no_rot,nw,nw,anti,cw,ne,nw
Z,gamma4,beta2,none,none,static,no_rot,ne,ne,anti,cw,se,ne
Z,gamma6,beta4,none,none,static,no_rot,se,se,anti,cw,sw,se
Z,gamma8,beta6,none,none,static,no_rot,sw,sw,anti,cw,nw,sw
Z,gamma10,beta4,none,none,static,no_rot,se,se,anti,ccw,ne,se
Z,gamma12,beta6,none,none,static,no_rot,sw,sw,anti,ccw,se,sw
Z,gamma14,beta8,none,none,static,no_rot,nw,nw,anti,ccw,sw,nw
Z,gamma16,beta2,none,none,static,no_rot,ne,ne,anti,ccw,nw,ne

Z,gamma2,beta2,none,none,anti,ccw,nw,ne,static,no_rot,ne,ne
Z,gamma4,beta4,none,none,anti,ccw,ne,se,static,no_rot,se,se
Z,gamma6,beta6,none,none,anti,ccw,se,sw,static,no_rot,sw,sw
Z,gamma8,beta8,none,none,anti,ccw,sw,nw,static,no_rot,nw,nw
Z,gamma10,beta2,none,none,anti,cw,se,ne,static,no_rot,ne,ne
Z,gamma12,beta4,none,none,anti,cw,sw,se,static,no_rot,se,se
Z,gamma14,beta6,none,none,anti,cw,nw,sw,static,no_rot,sw,sw
Z,gamma16,beta8,none,none,anti,cw,ne,nw,static,no_rot,nw,nw

Σ,alpha2,gamma12,none,none,static,no_rot,sw,sw,pro,cw,ne,se
Σ,alpha4,gamma14,none,none,static,no_rot,nw,nw,pro,cw,se,sw
Σ,alpha6,gamma16,none,none,static,no_rot,ne,ne,pro,cw,sw,nw
Σ,alpha8,gamma10,none,none,static,no_rot,se,se,pro,cw,nw,ne
Σ,alpha2,gamma8,none,none,static,no_rot,sw,sw,pro,ccw,ne,nw
Σ,alpha4,gamma2,none,none,static,no_rot,nw,nw,pro,ccw,se,ne
Σ,alpha6,gamma4,none,none,static,no_rot,ne,ne,pro,ccw,sw,se
Σ,alpha8,gamma6,none,none,static,no_rot,se,se,pro,ccw,nw,sw

Σ,alpha2,gamma10,none,none,pro,ccw,sw,se,static,no_rot,ne,ne
Σ,alpha4,gamma12,none,none,pro,ccw,nw,sw,static,no_rot,se,se
Σ,alpha6,gamma14,none,none,pro,ccw,ne,nw,static,no_rot,sw,sw
Σ,alpha8,gamma16,none,none,pro,ccw,se,ne,static,no_rot,nw,nw
Σ,alpha2,gamma2,none,none,pro,cw,sw,nw,static,no_rot,ne,ne
Σ,alpha4,gamma4,none,none,pro,cw,nw,ne,static,no_rot,se,se
Σ,alpha6,gamma6,none,none,pro,cw,ne,se,static,no_rot,sw,sw
Σ,alpha8,gamma8,none,none,pro,cw,se,sw,static,no_rot,nw,nw

