letter,start_pos,end_pos,timing,direction,blue_motion_type,blue_prop_rot_dir,blue_start_loc,blue_end_loc,red_motion_type,red_prop_rot_dir,red_start_loc,red_end_loc
θ,beta3,gamma11,none,none,pro,cw,e,s,static,no_rot,e,e
θ,beta5,gamma13,none,none,pro,cw,s,w,static,no_rot,s,s
θ,beta7,gamma15,none,none,pro,cw,w,n,static,no_rot,w,w
θ,beta1,gamma9,none,none,pro,cw,n,e,static,no_rot,n,n
θ,beta7,gamma7,none,none,pro,ccw,w,s,static,no_rot,w,w
θ,beta1,gamma1,none,none,pro,ccw,n,w,static,no_rot,n,n
θ,beta5,gamma5,none,none,pro,ccw,s,e,static,no_rot,s,s
θ,beta3,gamma3,none,none,pro,ccw,e,n,static,no_rot,e,e

Ω,beta3,gamma5,none,none,static,no_rot,e,e,anti,ccw,e,s
Ω,beta5,gamma7,none,none,static,no_rot,s,s,anti,ccw,s,w
Ω,beta7,gamma1,none,none,static,no_rot,w,w,anti,ccw,w,n
Ω,beta1,gamma3,none,none,static,no_rot,n,n,anti,ccw,n,e
Ω,beta7,gamma13,none,none,static,no_rot,w,w,anti,cw,w,s
Ω,beta1,gamma15,none,none,static,no_rot,n,n,anti,cw,n,w
Ω,beta5,gamma11,none,none,static,no_rot,s,s,anti,cw,s,e
Ω,beta3,gamma9,none,none,static,no_rot,e,e,anti,cw,e,n

Ω,beta3,gamma11,none,none,anti,ccw,e,s,static,no_rot,e,e
Ω,beta5,gamma13,none,none,anti,ccw,s,w,static,no_rot,s,s
Ω,beta7,gamma15,none,none,anti,ccw,w,n,static,no_rot,w,w
Ω,beta1,gamma9,none,none,anti,ccw,n,e,static,no_rot,n,n
Ω,beta7,gamma7,none,none,anti,cw,w,s,static,no_rot,w,w
Ω,beta1,gamma1,none,none,anti,cw,n,w,static,no_rot,n,n
Ω,beta5,gamma5,none,none,anti,cw,s,e,static,no_rot,s,s
Ω,beta3,gamma3,none,none,anti,cw,e,n,static,no_rot,e,e

W-,gamma11,alpha5,none,none,dash,no_rot,s,n,pro,cw,e,s
W-,gamma13,alpha7,none,none,dash,no_rot,w,e,pro,cw,s,w
W-,gamma15,alpha1,none,none,dash,no_rot,n,s,pro,cw,w,n
W-,gamma9,alpha3,none,none,dash,no_rot,e,w,pro,cw,n,e
W-,gamma7,alpha5,none,none,dash,no_rot,s,n,pro,ccw,w,s
W-,gamma1,alpha7,none,none,dash,no_rot,w,e,pro,ccw,n,w
W-,gamma5,alpha3,none,none,dash,no_rot,e,w,pro,ccw,s,e
W-,gamma3,alpha1,none,none,dash,no_rot,n,s,pro,ccw,e,n

W-,gamma5,alpha1,none,none,pro,cw,e,s,dash,no_rot,s,n
W-,gamma7,alpha3,none,none,pro,cw,s,w,dash,no_rot,w,e
W-,gamma1,alpha5,none,none,pro,cw,w,n,dash,no_rot,n,s
W-,gamma3,alpha7,none,none,pro,cw,n,e,dash,no_rot,e,w
W-,gamma13,alpha1,none,none,pro,ccw,w,s,dash,no_rot,s,n
W-,gamma15,alpha3,none,none,pro,ccw,n,w,dash,no_rot,w,e
W-,gamma11,alpha7,none,none,pro,ccw,s,e,dash,no_rot,e,w
W-,gamma9,alpha5,none,none,pro,ccw,e,n,dash,no_rot,n,s

X-,gamma11,alpha5,none,none,dash,no_rot,s,n,anti,ccw,e,s
X-,gamma13,alpha7,none,none,dash,no_rot,w,e,anti,ccw,s,w
X-,gamma15,alpha1,none,none,dash,no_rot,n,s,anti,ccw,w,n
X-,gamma9,alpha3,none,none,dash,no_rot,e,w,anti,ccw,n,e
X-,gamma7,alpha5,none,none,dash,no_rot,s,n,anti,cw,w,s
X-,gamma1,alpha7,none,none,dash,no_rot,w,e,anti,cw,n,w
X-,gamma5,alpha3,none,none,dash,no_rot,e,w,anti,cw,s,e
X-,gamma3,alpha1,none,none,dash,no_rot,n,s,anti,cw,e,n

X-,gamma5,alpha1,none,none,anti,ccw,e,s,dash,no_rot,s,n
X-,gamma7,alpha3,none,none,anti,ccw,s,w,dash,no_rot,w,e
X-,gamma1,alpha5,none,none,anti,ccw,w,n,dash,no_rot,n,s
X-,gamma3,alpha7,none,none,anti,ccw,n,e,dash,no_rot,e,w
X-,gamma13,alpha1,none,none,anti,cw,w,s,dash,no_rot,s,n
X-,gamma15,alpha3,none,none,anti,cw,n,w,dash,no_rot,w,e
X-,gamma11,alpha7,none,none,anti,cw,s,e,dash,no_rot,e,w
X-,gamma9,alpha5,none,none,anti,cw,e,n,dash,no_rot,n,s

Y-,gamma3,beta5,none,none,dash,no_rot,n,s,pro,cw,e,s
Y-,gamma5,beta7,none,none,dash,no_rot,e,w,pro,cw,s,w
Y-,gamma7,beta1,none,none,dash,no_rot,s,n,pro,cw,w,n
Y-,gamma1,beta3,none,none,dash,no_rot,w,e,pro,cw,n,e
Y-,gamma15,beta5,none,none,dash,no_rot,n,s,pro,ccw,w,s
Y-,gamma9,beta7,none,none,dash,no_rot,e,w,pro,ccw,n,w
Y-,gamma13,beta3,none,none,dash,no_rot,w,e,pro,ccw,s,e
Y-,gamma11,beta1,none,none,dash,no_rot,s,n,pro,ccw,e,n

Y-,gamma9,beta5,none,none,pro,cw,e,s,dash,no_rot,n,s
Y-,gamma11,beta7,none,none,pro,cw,s,w,dash,no_rot,e,w
Y-,gamma13,beta1,none,none,pro,cw,w,n,dash,no_rot,s,n
Y-,gamma15,beta3,none,none,pro,cw,n,e,dash,no_rot,w,e
Y-,gamma1,beta5,none,none,pro,ccw,w,s,dash,no_rot,n,s
Y-,gamma3,beta7,none,none,pro,ccw,n,w,dash,no_rot,e,w
Y-,gamma7,beta3,none,none,pro,ccw,s,e,dash,no_rot,w,e
Y-,gamma5,beta1,none,none,pro,ccw,e,n,dash,no_rot,s,n

Z-,gamma3,beta5,none,none,dash,no_rot,n,s,anti,ccw,e,s
Z-,gamma5,beta7,none,none,dash,no_rot,e,w,anti,ccw,s,w
Z-,gamma7,beta1,none,none,dash,no_rot,s,n,anti,ccw,w,n
Z-,gamma1,beta3,none,none,dash,no_rot,w,e,anti,ccw,n,e
Z-,gamma15,beta5,none,none,dash,no_rot,n,s,anti,cw,w,s
Z-,gamma9,beta7,none,none,dash,no_rot,e,w,anti,cw,n,w
Z-,gamma13,beta3,none,none,dash,no_rot,w,e,anti,cw,s,e
Z-,gamma11,beta1,none,none,dash,no_rot,s,n,anti,cw,e,n

Z-,gamma9,beta5,none,none,anti,ccw,e,s,dash,no_rot,n,s
Z-,gamma11,beta7,none,none,anti,ccw,s,w,dash,no_rot,e,w
Z-,gamma13,beta1,none,none,anti,ccw,w,n,dash,no_rot,s,n
Z-,gamma15,beta3,none,none,anti,ccw,n,e,dash,no_rot,w,e
Z-,gamma1,beta5,none,none,anti,cw,w,s,dash,no_rot,n,s
Z-,gamma3,beta7,none,none,anti,cw,n,w,dash,no_rot,e,w
Z-,gamma7,beta3,none,none,anti,cw,s,e,dash,no_rot,w,e
Z-,gamma5,beta1,none,none,anti,cw,e,n,dash,no_rot,s,n

Σ-,beta3,gamma13,none,none,dash,no_rot,e,w,pro,cw,e,s
Σ-,beta5,gamma15,none,none,dash,no_rot,s,n,pro,cw,s,w
Σ-,beta7,gamma9,none,none,dash,no_rot,w,e,pro,cw,w,n
Σ-,beta1,gamma11,none,none,dash,no_rot,n,s,pro,cw,n,e
Σ-,beta7,gamma5,none,none,dash,no_rot,w,e,pro,ccw,w,s
Σ-,beta1,gamma7,none,none,dash,no_rot,n,s,pro,ccw,n,w
Σ-,beta5,gamma3,none,none,dash,no_rot,s,n,pro,ccw,s,e
Σ-,beta3,gamma1,none,none,dash,no_rot,e,w,pro,ccw,e,n

Σ-,beta3,gamma7,none,none,pro,cw,e,s,dash,no_rot,e,w
Σ-,beta5,gamma1,none,none,pro,cw,s,w,dash,no_rot,s,n
Σ-,beta7,gamma3,none,none,pro,cw,w,n,dash,no_rot,w,e
Σ-,beta1,gamma5,none,none,pro,cw,n,e,dash,no_rot,n,s
Σ-,beta7,gamma11,none,none,pro,ccw,w,s,dash,no_rot,w,e
Σ-,beta1,gamma13,none,none,pro,ccw,n,w,dash,no_rot,n,s
Σ-,beta5,gamma9,none,none,pro,ccw,s,e,dash,no_rot,s,n
Σ-,beta3,gamma15,none,none,pro,ccw,e,n,dash,no_rot,e,w

Δ-,beta3,gamma13,none,none,dash,no_rot,e,w,anti,ccw,e,s
Δ-,beta5,gamma15,none,none,dash,no_rot,s,n,anti,ccw,s,w
Δ-,beta7,gamma9,none,none,dash,no_rot,w,e,anti,ccw,w,n
Δ-,beta1,gamma11,none,none,dash,no_rot,n,s,anti,ccw,n,e
Δ-,beta7,gamma5,none,none,dash,no_rot,w,e,anti,cw,w,s
Δ-,beta1,gamma7,none,none,dash,no_rot,n,s,anti,cw,n,w
Δ-,beta5,gamma3,none,none,dash,no_rot,s,n,anti,cw,s,e
Δ-,beta3,gamma1,none,none,dash,no_rot,e,w,anti,cw,e,n

Δ-,beta3,gamma7,none,none,anti,ccw,e,s,dash,no_rot,e,w
Δ-,beta5,gamma1,none,none,anti,ccw,s,w,dash,no_rot,s,n
Δ-,beta7,gamma3,none,none,anti,ccw,w,n,dash,no_rot,w,e
Δ-,beta1,gamma5,none,none,anti,ccw,n,e,dash,no_rot,n,s
Δ-,beta7,gamma11,none,none,anti,cw,w,s,dash,no_rot,w,e
Δ-,beta1,gamma13,none,none,anti,cw,n,w,dash,no_rot,n,s
Δ-,beta5,gamma9,none,none,anti,cw,s,e,dash,no_rot,s,n
Δ-,beta3,gamma15,none,none,anti,cw,e,n,dash,no_rot,e,w

θ-,alpha3,gamma5,none,none,dash,no_rot,w,e,pro,cw,e,s
θ-,alpha5,gamma7,none,none,dash,no_rot,n,s,pro,cw,s,w
θ-,alpha7,gamma1,none,none,dash,no_rot,e,w,pro,cw,w,n
θ-,alpha1,gamma3,none,none,dash,no_rot,s,n,pro,cw,n,e
θ-,alpha7,gamma13,none,none,dash,no_rot,e,w,pro,ccw,w,s
θ-,alpha1,gamma15,none,none,dash,no_rot,s,n,pro,ccw,n,w
θ-,alpha5,gamma11,none,none,dash,no_rot,n,s,pro,ccw,s,e
θ-,alpha3,gamma9,none,none,dash,no_rot,w,e,pro,ccw,e,n

θ-,alpha7,gamma11,none,none,pro,cw,e,s,dash,no_rot,w,e
θ-,alpha1,gamma13,none,none,pro,cw,s,w,dash,no_rot,n,s
θ-,alpha3,gamma15,none,none,pro,cw,w,n,dash,no_rot,e,w
θ-,alpha5,gamma9,none,none,pro,cw,n,e,dash,no_rot,s,n
θ-,alpha3,gamma7,none,none,pro,ccw,w,s,dash,no_rot,e,w
θ-,alpha5,gamma1,none,none,pro,ccw,n,w,dash,no_rot,s,n
θ-,alpha1,gamma5,none,none,pro,ccw,s,e,dash,no_rot,n,s
θ-,alpha7,gamma3,none,none,pro,ccw,e,n,dash,no_rot,w,e

Ω-,alpha3,gamma5,none,none,dash,no_rot,w,e,anti,ccw,e,s
Ω-,alpha5,gamma7,none,none,dash,no_rot,n,s,anti,ccw,s,w
Ω-,alpha7,gamma1,none,none,dash,no_rot,e,w,anti,ccw,w,n
Ω-,alpha1,gamma3,none,none,dash,no_rot,s,n,anti,ccw,n,e
Ω-,alpha7,gamma13,none,none,dash,no_rot,e,w,anti,cw,w,s
Ω-,alpha1,gamma15,none,none,dash,no_rot,s,n,anti,cw,n,w
Ω-,alpha5,gamma11,none,none,dash,no_rot,n,s,anti,cw,s,e
Ω-,alpha3,gamma9,none,none,dash,no_rot,w,e,anti,cw,e,n

Ω-,alpha7,gamma11,none,none,anti,ccw,e,s,dash,no_rot,w,e
Ω-,alpha1,gamma13,none,none,anti,ccw,s,w,dash,no_rot,n,s
Ω-,alpha3,gamma15,none,none,anti,ccw,w,n,dash,no_rot,e,w
Ω-,alpha5,gamma9,none,none,anti,ccw,n,e,dash,no_rot,s,n
Ω-,alpha3,gamma7,none,none,anti,cw,w,s,dash,no_rot,e,w
Ω-,alpha5,gamma1,none,none,anti,cw,n,w,dash,no_rot,s,n
Ω-,alpha1,gamma5,none,none,anti,cw,s,e,dash,no_rot,n,s
Ω-,alpha7,gamma3,none,none,anti,cw,e,n,dash,no_rot,w,e

Φ,beta3,alpha7,none,none,static,no_rot,e,e,dash,no_rot,e,w
Φ,beta1,alpha5,none,none,static,no_rot,n,n,dash,no_rot,n,s
Φ,beta7,alpha3,none,none,static,no_rot,w,w,dash,no_rot,w,e
Φ,beta5,alpha1,none,none,static,no_rot,s,s,dash,no_rot,s,n
Φ,beta3,alpha3,none,none,dash,no_rot,e,w,static,no_rot,e,e
Φ,beta1,alpha1,none,none,dash,no_rot,n,s,static,no_rot,n,n
Φ,beta7,alpha7,none,none,dash,no_rot,w,e,static,no_rot,w,w
Φ,beta5,alpha5,none,none,dash,no_rot,s,n,static,no_rot,s,s

Ψ,alpha3,beta7,none,none,static,no_rot,w,w,dash,no_rot,e,w
Ψ,alpha1,beta5,none,none,static,no_rot,s,s,dash,no_rot,n,s
Ψ,alpha7,beta3,none,none,static,no_rot,e,e,dash,no_rot,w,e
Ψ,alpha5,beta1,none,none,static,no_rot,n,n,dash,no_rot,s,n
Ψ,alpha7,beta7,none,none,dash,no_rot,e,w,static,no_rot,w,w
Ψ,alpha5,beta5,none,none,dash,no_rot,n,s,static,no_rot,s,s
Ψ,alpha3,beta3,none,none,dash,no_rot,w,e,static,no_rot,e,e
Ψ,alpha1,beta1,none,none,dash,no_rot,s,n,static,no_rot,n,n

Λ,gamma3,gamma15,none,none,static,no_rot,n,n,dash,no_rot,e,w
Λ,gamma9,gamma1,none,none,dash,no_rot,e,w,static,no_rot,n,n
Λ,gamma11,gamma7,none,none,static,no_rot,s,s,dash,no_rot,e,w
Λ,gamma5,gamma13,none,none,dash,no_rot,e,w,static,no_rot,s,s
Λ,gamma9,gamma5,none,none,static,no_rot,e,e,dash,no_rot,n,s
Λ,gamma3,gamma11,none,none,dash,no_rot,n,s,static,no_rot,e,e
Λ,gamma1,gamma13,none,none,static,no_rot,w,w,dash,no_rot,n,s
Λ,gamma15,gamma7,none,none,dash,no_rot,n,s,static,no_rot,w,w

Λ,gamma15,gamma3,none,none,static,no_rot,n,n,dash,no_rot,w,e
Λ,gamma1,gamma9,none,none,dash,no_rot,w,e,static,no_rot,n,n
Λ,gamma7,gamma11,none,none,static,no_rot,s,s,dash,no_rot,w,e
Λ,gamma13,gamma5,none,none,dash,no_rot,w,e,static,no_rot,s,s
Λ,gamma5,gamma9,none,none,static,no_rot,e,e,dash,no_rot,s,n
Λ,gamma11,gamma3,none,none,dash,no_rot,s,n,static,no_rot,e,e
Λ,gamma13,gamma1,none,none,static,no_rot,w,w,dash,no_rot,s,n
Λ,gamma7,gamma15,none,none,dash,no_rot,s,n,static,no_rot,w,w

Φ-,alpha3,alpha7,none,none,dash,no_rot,w,e,dash,no_rot,e,w
Φ-,alpha1,alpha5,none,none,dash,no_rot,s,n,dash,no_rot,n,s
Φ-,alpha7,alpha3,none,none,dash,no_rot,e,w,dash,no_rot,w,e
Φ-,alpha5,alpha1,none,none,dash,no_rot,n,s,dash,no_rot,s,n

Ψ-,beta3,beta7,none,none,dash,no_rot,e,w,dash,no_rot,e,w
Ψ-,beta1,beta5,none,none,dash,no_rot,n,s,dash,no_rot,n,s
Ψ-,beta7,beta3,none,none,dash,no_rot,w,e,dash,no_rot,w,e
Ψ-,beta5,beta1,none,none,dash,no_rot,s,n,dash,no_rot,s,n

Λ-,gamma3,gamma7,none,none,dash,no_rot,n,s,dash,no_rot,e,w
Λ-,gamma11,gamma15,none,none,dash,no_rot,s,n,dash,no_rot,e,w
Λ-,gamma9,gamma13,none,none,dash,no_rot,e,w,dash,no_rot,n,s
Λ-,gamma1,gamma5,none,none,dash,no_rot,w,e,dash,no_rot,n,s
Λ-,gamma15,gamma11,none,none,dash,no_rot,n,s,dash,no_rot,w,e
Λ-,gamma7,gamma3,none,none,dash,no_rot,s,n,dash,no_rot,w,e
Λ-,gamma5,gamma1,none,none,dash,no_rot,e,w,dash,no_rot,s,n
Λ-,gamma13,gamma9,none,none,dash,no_rot,w,e,dash,no_rot,s,n

α,alpha3,alpha3,none,none,static,no_rot,w,w,static,no_rot,e,e
α,alpha5,alpha5,none,none,static,no_rot,n,n,static,no_rot,s,s
α,alpha1,alpha1,none,none,static,no_rot,s,s,static,no_rot,n,n
α,alpha7,alpha7,none,none,static,no_rot,e,e,static,no_rot,w,w

β,beta3,beta3,none,none,static,no_rot,e,e,static,no_rot,e,e
β,beta5,beta5,none,none,static,no_rot,s,s,static,no_rot,s,s
β,beta1,beta1,none,none,static,no_rot,n,n,static,no_rot,n,n
β,beta7,beta7,none,none,static,no_rot,w,w,static,no_rot,w,w

Γ,gamma11,gamma11,none,none,static,no_rot,s,s,static,no_rot,e,e
Γ,gamma3,gamma3,none,none,static,no_rot,n,n,static,no_rot,e,e
Γ,gamma13,gamma13,none,none,static,no_rot,w,w,static,no_rot,s,s
Γ,gamma5,gamma5,none,none,static,no_rot,e,e,static,no_rot,s,s
Γ,gamma9,gamma9,none,none,static,no_rot,e,e,static,no_rot,n,n
Γ,gamma1,gamma1,none,none,static,no_rot,w,w,static,no_rot,n,n
Γ,gamma15,gamma15,none,none,static,no_rot,n,n,static,no_rot,w,w
Γ,gamma7,gamma7,none,none,static,no_rot,s,s,static,no_rot,w,w

