letter,start_pos,end_pos,blue_motion_type,blue_prop_rot_dir,blue_start_loc,blue_end_loc,red_motion_type,red_prop_rot_dir,red_start_loc,red_end_loc
Ψ-,beta1,beta3,dash,None,n,s,dash,None,n,s
Ψ-,beta2,beta4,dash,None,e,w,dash,None,e,w
Ψ-,beta3,beta1,dash,None,s,n,dash,None,s,n
Ψ-,beta4,beta2,dash,None,w,e,dash,None,w,e
