letter,start_position,end_position,blue_motion_type,blue_prop_rot_dir,blue_start_loc,blue_end_loc,red_motion_type,red_prop_rot_dir,red_start_loc,red_end_loc
Λ-,gamma1,gamma3,dash,None,w,e,dash,None,n,s
Λ-,gamma2,gamma4,dash,None,n,s,dash,None,e,w
Λ-,gamma3,gamma1,dash,None,e,w,dash,None,s,n
Λ-,gamma4,gamma2,dash,None,s,n,dash,None,w,e
Λ-,gamma5,gamma7,dash,None,e,w,dash,None,n,s
Λ-,gamma6,gamma8,dash,None,s,n,dash,None,e,w
Λ-,gamma7,gamma5,dash,None,w,e,dash,None,s,n
Λ-,gamma8,gamma6,dash,None,n,s,dash,None,w,e
